IdKhachHang,City,IdInvoice,Day,Month,Year,Gender,ProductLine,PaymentMethod,Quantity,Rating,Gross Income
297,Mandalay,510-95-6347,5,3,2019,Female,Electronic accessories,Ewallet,3,4,7.278
298,Mandalay,152-08-9985,12,3,2019,Male,Home and lifestyle,Credit card,9,8.6,28.962
299,Mandalay,479-26-8945,5,2,2019,Female,Home and lifestyle,Ewallet,2,4.6,1.649
300,Yangon,729-09-9681,5,2,2019,Male,Home and lifestyle,Ewallet,6,8.7,7.773
301,Mandalay,291-32-1427,5,3,2019,Male,Fashion accessories,Ewallet,5,5.3,5.485
302,Mandalay,659-65-8956,16,1,2019,Male,Health and beauty,Ewallet,1,5.2,2.568
303,Mandalay,219-22-9386,9,3,2019,Male,Food and beverages,Credit card,9,4.2,44.982
304,Mandalay,268-27-6179,9,3,2019,Female,Electronic accessories,Ewallet,8,7.3,22.588
305,Mandalay,590-83-4591,17,2,2019,Male,Electronic accessories,Credit card,6,8.8,26.235
306,Mandalay,262-47-2794,6,3,2019,Male,Electronic accessories,Credit card,8,6.2,28.744
307,Mandalay,608-96-3517,23,3,2019,Female,Sports and travel,Credit card,4,4.8,18.308
308,Mandalay,279-74-2924,4,1,2019,Male,Home and lifestyle,Cash,1,6.1,3.6085
309,Mandalay,743-04-1105,30,3,2019,Male,Electronic accessories,Ewallet,9,6,43.749
310,Mandalay,505-02-0892,25,2,2019,Male,Fashion accessories,Ewallet,8,5.6,17.028
311,Yangon,151-16-1484,13,2,2019,Male,Sports and travel,Ewallet,4,6.5,6.45
312,Mandalay,316-55-4634,26,1,2019,Male,Fashion accessories,Credit card,5,9.4,20.0125
313,Mandalay,608-27-6295,19,1,2019,Male,Food and beverages,Credit card,6,9.8,15.867
314,Mandalay,895-66-0685,5,3,2019,Male,Health and beauty,Ewallet,3,8,2.712
315,Mandalay,305-14-0245,3,3,2019,Female,Electronic accessories,Ewallet,8,7.5,37.796
316,Mandalay,529-56-3980,5,3,2020,Male,Electronic accessories,Ewallet,8,5.1,13.197
317,Mandalay,732-04-5373,8,2,2019,Male,Food and beverages,Cash,4,7,9.294
318,Mandalay,542-41-0513,15,3,2019,Female,Electronic accessories,Cash,4,6.6,11.498
319,Mandalay,875-46-5808,6,2,2019,Male,Health and beauty,Ewallet,10,8.7,12.95
320,Mandalay,394-43-4238,15,2,2019,Male,Health and beauty,Credit card,5,5.4,4.4425
321,Mandalay,891-58-8335,11,3,2019,Female,Food and beverages,Cash,7,6.5,10.3635
322,Mandalay,836-82-5858,26,1,2019,Male,Health and beauty,Ewallet,9,4,31.2165
323,Yangon,447-15-7839,9,2,2019,Female,Health and beauty,Cash,10,4.2,11.12
324,Mandalay,466-61-5506,26,2,2019,Female,Fashion accessories,Cash,6,5.3,27.21
325,Mandalay,545-46-3100,12,3,2019,Female,Home and lifestyle,Credit card,3,8.7,1.5885
326,Mandalay,269-04-5750,21,2,2019,Male,Sports and travel,Cash,4,6.7,14.764
327,Mandalay,346-84-3103,2,3,2019,Female,Food and beverages,Cash,5,4.3,3.305
328,Mandalay,866-05-7563,9,2,2019,Female,Food and beverages,Cash,3,4.8,12.21
329,Mandalay,845-51-0542,2,2,2019,Male,Health and beauty,Ewallet,9,6.4,20.9475
330,Mandalay,110-48-7033,29,1,2019,Male,Electronic accessories,Cash,4,9,6.524
331,Mandalay,655-85-5130,13,3,2019,Female,Home and lifestyle,Cash,4,5.7,7.66
332,Mandalay,571-94-0759,8,1,2019,Female,Food and beverages,Cash,10,9.5,37.3
333,Mandalay,139-20-0155,24,1,2019,Male,Fashion accessories,Credit card,10,7,20.15
334,Yangon,253-12-6086,12,3,2019,Female,Food and beverages,Credit card,7,8.7,34.44
335,Mandalay,573-10-3877,12,3,2019,Male,Sports and travel,Credit card,1,4.7,1.9505
336,Mandalay,532-59-7201,31,1,2019,Male,Electronic accessories,Cash,6,5.5,23.979
337,Mandalay,730-61-8757,25,1,2019,Male,Fashion accessories,Credit card,4,4,10.226
338,Yangon,365-64-0519,21,1,2020,Male,Fashion accessories,Credit card,4,8.6,8.2005
339,Mandalay,374-17-3652,5,2,2019,Female,Electronic accessories,Credit card,9,8.9,19.269
340,Mandalay,378-07-7001,10,2,2019,Male,Food and beverages,Credit card,3,7.8,7.2135
341,Mandalay,433-75-6987,5,3,2019,Female,Electronic accessories,Ewallet,7,8.9,19.5895
342,Mandalay,873-95-4984,15,2,2019,Female,Health and beauty,Cash,7,7.7,26.915
343,Mandalay,115-99-4379,14,3,2019,Female,Health and beauty,Credit card,7,8.5,19.1555
344,Mandalay,565-67-6697,2,3,2019,Male,Food and beverages,Cash,9,4.8,12.15
345,Mandalay,889-04-9723,7,1,2019,Female,Sports and travel,Credit card,4,7.8,17.828
346,Yangon,144-51-6085,5,1,2019,Male,Fashion accessories,Credit card,4,4.4,14.148
347,Mandalay,201-86-2184,2,2,2019,Female,Electronic accessories,Cash,7,9.9,9.191
348,Mandalay,843-01-4703,5,1,2019,Female,Home and lifestyle,Credit card,9,9.6,15.921
349,Mandalay,525-88-7307,31,1,2019,Male,Electronic accessories,Cash,1,5.8,3.791
350,Mandalay,793-10-3222,5,3,2019,Female,Health and beauty,Credit card,6,8.3,12.318
351,Mandalay,346-12-3257,4,3,2019,Male,Fashion accessories,Cash,9,8,8.658
352,Mandalay,725-32-9708,4,1,2019,Female,Electronic accessories,Cash,4,4.1,13.742
353,Mandalay,301-81-8610,19,3,2019,Male,Fashion accessories,Credit card,8,6.7,10.168
354,Mandalay,198-84-7132,2,1,2019,Male,Home and lifestyle,Cash,9,7,18.2745
355,Mandalay,650-98-6268,20,3,2019,Female,Electronic accessories,Credit card,3,8,3.1305
356,Mandalay,394-30-3170,22,3,2019,Female,Food and beverages,Credit card,8,4.3,35.372
357,Yangon,731-14-2199,4,1,2019,Female,Fashion accessories,Ewallet,10,7,17.77
358,Mandalay,390-80-5128,28,1,2019,Female,Sports and travel,Credit card,1,9.5,0.9575
359,Mandalay,296-11-7041,12,1,2019,Female,Electronic accessories,Credit card,1,5.3,1.3535
360,Mandalay,449-27-2918,26,3,2019,Female,Sports and travel,Credit card,1,9.6,1.956
361,Mandalay,767-54-1907,13,2,2019,Female,Food and beverages,Cash,5,6.9,7.39
362,Mandalay,710-46-4433,15,2,2019,Female,Food and beverages,Credit card,9,4.5,34.83
363,Mandalay,234-03-4040,3,3,2019,Female,Food and beverages,Credit card,10,8.7,36.525
364,Mandalay,731-59-7531,30,3,2019,Male,Home and lifestyle,Cash,8,4.6,29.028
365,Mandalay,305-18-3552,12,2,2019,Male,Food and beverages,Cash,10,6,30.19
366,Mandalay,438-01-4015,21,3,2019,Female,Fashion accessories,Ewallet,4,6.6,9.898
367,Mandalay,627-95-3243,4,2,2019,Female,Electronic accessories,Ewallet,9,9.8,34.956
368,Yangon,126-54-1082,7,1,2019,Female,Home and lifestyle,Credit card,9,8.8,9.693
369,Mandalay,608-04-3797,5,3,2019,Female,Sports and travel,Ewallet,8,8.7,10.128
370,Mandalay,401-18-8016,21,1,2019,Female,Electronic accessories,Cash,1,8.9,4.9065
371,Mandalay,277-63-2961,3,2,2019,Male,Electronic accessories,Credit card,1,5.4,3.6985
372,Mandalay,387-49-4215,8,1,2019,Female,Fashion accessories,Cash,3,6.7,7.275
373,Mandalay,291-21-5991,29,3,2019,Male,Home and lifestyle,Cash,5,7,15.3225
374,Mandalay,347-72-6115,16,1,2019,Female,Fashion accessories,Credit card,7,6.2,31.759
375,Mandalay,425-85-2085,29,3,2019,Male,Home and lifestyle,Ewallet,5,9.8,13.715
376,Mandalay,339-38-9982,13,1,2019,Male,Fashion accessories,Ewallet,2,6.7,5.986
377,Mandalay,827-44-5872,7,2,2019,Female,Home and lifestyle,Credit card,10,6.1,27.18
378,Mandalay,339-12-4827,5,1,2019,Female,Sports and travel,Credit card,1,5,3.698
379,Yangon,828-61-5674,20,3,2019,Male,Fashion accessories,Credit card,10,9.6,22.01
380,Mandalay,173-50-1108,13,2,2019,Female,Electronic accessories,Credit card,4,5,4.036
381,Mandalay,701-23-5550,19,3,2019,Male,Sports and travel,Ewallet,4,4.9,7.762
382,Mandalay,198-66-9832,4,2,2019,Female,Electronic accessories,Cash,2,9.5,7.204
383,Mandalay,834-83-1826,25,2,2019,Female,Food and beverages,Credit card,5,7.6,20.51
384,Mandalay,343-61-3544,29,1,2019,Male,Food and beverages,Cash,10,8.6,13.335
385,Mandalay,339-96-8318,1,3,2019,Male,Food and beverages,Ewallet,7,6.3,28.4585
386,Mandalay,359-90-3665,14,1,2019,Female,Sports and travel,Credit card,4,9.5,3.616
387,Mandalay,585-11-6748,15,3,2019,Male,Food and beverages,Cash,3,5.3,14.52
388,Mandalay,349-97-8902,17,1,2019,Male,Health and beauty,Ewallet,2,8.9,5.789
389,Mandalay,789-23-8625,24,1,2019,Male,Fashion accessories,Cash,3,7.2,13.983
390,Yangon,667-92-0055,4,3,2019,Male,Food and beverages,Ewallet,6,8.5,29.949
391,Mandalay,327-40-9673,13,1,2019,Male,Fashion accessories,Cash,6,6.9,21.78
392,Mandalay,670-79-6321,17,1,2019,Female,Fashion accessories,Credit card,7,4.9,33.1065
393,Mandalay,598-06-7312,16,2,2019,Male,Electronic accessories,Cash,1,6.8,4.5675
394,Mandalay,135-13-8269,26,1,2019,Female,Sports and travel,Cash,2,9.1,7.888
395,Mandalay,628-90-8624,14,3,2019,Male,Health and beauty,Cash,10,5,41.29
396,Mandalay,182-88-2763,20,3,2019,Male,Health and beauty,Credit card,3,5,11.9865
397,Mandalay,188-55-0967,15,1,2019,Male,Food and beverages,Credit card,10,5,33.235
398,Mandalay,364-33-8584,8,3,2019,Female,Home and lifestyle,Cash,5,8.5,4.4075
399,Mandalay,695-09-5146,23,2,2019,Female,Health and beauty,Ewallet,3,6.4,14.8185
400,Mandalay,794-32-2436,27,3,2019,Male,Electronic accessories,Ewallet,2,6,5.567
401,Yangon,565-17-3836,12,3,2019,Female,Food and beverages,Cash,4,9.1,9.534
402,Mandalay,574-31-8277,20,3,2019,Male,Home and lifestyle,Cash,1,5.6,1.6815
403,Mandalay,149-15-7606,6,3,2019,Male,Home and lifestyle,Ewallet,9,5.1,16.794
404,Mandalay,133-77-3154,16,2,2019,Male,Fashion accessories,Credit card,4,9.4,12.036
405,Mandalay,725-67-2480,24,3,2019,Female,Fashion accessories,Credit card,6,5.9,17.625
406,Mandalay,779-42-2410,20,2,2019,Male,Sports and travel,Ewallet,3,7.7,8.661
407,Mandalay,642-61-4706,30,3,2019,Male,Food and beverages,Cash,2,5.5,9.34
408,Mandalay,242-11-3142,24,2,2019,Male,Fashion accessories,Cash,2,4.6,8.377
409,Mandalay,752-23-3760,19,2,2019,Female,Home and lifestyle,Credit card,7,7.3,22.428
410,Mandalay,528-87-5606,12,2,2019,Female,Fashion accessories,Cash,1,6.5,1.974
411,Mandalay,510-79-0415,24,1,2019,Female,Health and beauty,Ewallet,6,4.9,6.924
412,Yangon,430-60-3493,3,2,2019,Female,Sports and travel,Cash,7,4.2,33.208
413,Mandalay,241-96-5076,8,1,2019,Female,Health and beauty,Credit card,2,6.4,4.91
414,Mandalay,767-97-4650,8,1,2019,Female,Sports and travel,Credit card,2,8,6.483
415,Mandalay,191-29-0321,27,2,2019,Female,Home and lifestyle,Credit card,10,5,9.885
416,Mandalay,729-06-2010,6,1,2019,Male,Health and beauty,Cash,9,9.2,36.2115
417,Mandalay,640-48-5028,2,3,2019,Female,Home and lifestyle,Cash,9,6.3,39.7755
418,Mandalay,821-14-9046,18,1,2019,Female,Health and beauty,Credit card,6,6.1,5.244
419,Mandalay,434-35-9162,4,2,2019,Male,Health and beauty,Ewallet,4,7.4,4.668
420,Mandalay,299-29-0180,9,3,2019,Female,Electronic accessories,Cash,7,9.3,18.263
421,Mandalay,238-45-6950,1,3,2019,Male,Food and beverages,Ewallet,1,6.4,2.686
422,Mandalay,197-77-7132,12,1,2019,Male,Electronic accessories,Ewallet,8,6,36.624
423,Yangon,278-97-7759,18,2,2019,Female,Fashion accessories,Cash,1,4.7,3.124
424,Mandalay,457-13-1708,8,1,2019,Male,Fashion accessories,Credit card,10,5.2,32.615
425,Mandalay,487-79-6868,26,3,2019,Female,Fashion accessories,Credit card,9,8,5.5305
426,Mandalay,210-30-7976,14,3,2019,Female,Fashion accessories,Ewallet,4,4.1,4.464
427,Mandalay,785-96-0615,17,2,2019,Female,Health and beauty,Ewallet,8,4.9,14.296
428,Mandalay,842-40-8179,11,2,2019,Female,Food and beverages,Credit card,10,5.6,38.6
429,Mandalay,707-32-7409,26,2,2019,Female,Sports and travel,Ewallet,4,4.5,19.108
430,Mandalay,457-94-0464,31,1,2019,Male,Home and lifestyle,Ewallet,9,5.6,39.5415
431,Mandalay,831-81-6575,23,2,2019,Female,Fashion accessories,Cash,9,8,34.0155
432,Mandalay,869-11-3082,27,1,2019,Male,Food and beverages,Credit card,4,8.4,19.232
433,Mandalay,190-59-3964,3,2,2019,Male,Electronic accessories,Credit card,5,6,11.79
434,Yangon,316-68-6352,21,1,2019,Female,Fashion accessories,Cash,2,7.1,3.636
435,Mandalay,109-86-4363,14,2,2019,Female,Fashion accessories,Credit card,7,4.5,21.028
436,Mandalay,222-42-0244,28,1,2019,Female,Sports and travel,Credit card,9,7.7,32.4495
437,Mandalay,343-75-9322,9,1,2019,Female,Sports and travel,Cash,8,4.1,4.74
438,Mandalay,427-45-9297,12,3,2019,Female,Home and lifestyle,Ewallet,7,5.4,14.2555
439,Mandalay,361-59-0574,15,3,2019,Male,Food and beverages,Credit card,8,6.5,36.212
440,Mandalay,544-55-9589,28,1,2019,Female,Electronic accessories,Cash,10,6.2,10.715
441,Mandalay,608-05-3804,25,2,2019,Male,Food and beverages,Cash,1,6.1,1.9875
442,Mandalay,761-49-0439,19,1,2019,Female,Sports and travel,Ewallet,8,8.6,4.84
443,Mandalay,490-95-0021,8,1,2019,Female,Home and lifestyle,Ewallet,10,6,16.605
444,Mandalay,311-13-6971,20,2,2019,Male,Fashion accessories,Credit card,10,9.9,15.995
445,Yangon,744-02-5987,10,1,2019,Male,Sports and travel,Ewallet,6,5.8,23.514
446,Mandalay,811-35-1094,6,2,2019,Male,Health and beauty,Credit card,6,8.9,15.135
447,Mandalay,313-66-9943,27,3,2019,Female,Food and beverages,Credit card,3,7.3,4.3725
448,Mandalay,636-98-3364,2,3,2019,Female,Fashion accessories,Ewallet,3,6.3,3.939
449,Mandalay,321-49-7382,15,2,2019,Male,Health and beauty,Credit card,1,5.2,4.4155
450,Mandalay,676-10-2200,3,2,2019,Male,Sports and travel,Ewallet,1,4.7,2.689
451,Mandalay,503-21-4385,21,2,2019,Male,Electronic accessories,Ewallet,3,9.3,5.9865
452,Mandalay,305-89-2768,9,1,2019,Female,Electronic accessories,Ewallet,3,4.7,3.285
453,Mandalay,574-80-1489,25,2,2019,Female,Food and beverages,Ewallet,4,8.7,12.57
454,Mandalay,200-40-6154,9,2,2019,Male,Health and beauty,Cash,6,5.7,19.773
455,Mandalay,214-30-2776,11,3,2019,Female,Electronic accessories,Credit card,5,9,8.6225
456,Yangon,307-83-9164,25,1,2019,Male,Fashion accessories,Cash,4,4.5,12.002
457,Mandalay,746-04-1077,1,1,2019,Female,Food and beverages,Credit card,10,9,42.315
458,Mandalay,448-34-8700,10,2,2019,Male,Electronic accessories,Ewallet,7,6.7,12.9185
459,Mandalay,883-69-1285,6,3,2019,Male,Electronic accessories,Credit card,2,7,4.992
460,Mandalay,518-71-6847,26,2,2019,Male,Food and beverages,Ewallet,6,4.9,7.98
461,Mandalay,552-44-5977,3,1,2019,Male,Food and beverages,Credit card,8,6.2,24.8
462,Mandalay,430-53-4718,28,1,2019,Male,Food and beverages,Credit card,8,8.4,30.148
463,Mandalay,319-50-3348,11,3,2019,Female,Sports and travel,Ewallet,2,4.4,4.03
464,Mandalay,371-85-5789,5,3,2019,Male,Food and beverages,Ewallet,3,5.1,13.197
465,Mandalay,273-16-6619,15,3,2019,Male,Food and beverages,Credit card,2,4.4,3.32
466,Mandalay,649-29-6775,8,2,2019,Male,Sports and travel,Cash,1,6.7,1.676
467,Yangon,411-77-0180,26,3,2019,Male,Health and beauty,Ewallet,7,4.3,25.27
468,Mandalay,145-94-9061,25,1,2019,Female,Sports and travel,Cash,5,9.6,22.09
469,Mandalay,871-79-8483,25,2,2019,Male,Food and beverages,Credit card,5,4.8,23.5325
470,Mandalay,640-49-2076,10,1,2019,Male,Electronic accessories,Cash,8,5.1,33.512
471,Mandalay,242-55-6721,7,3,2019,Male,Home and lifestyle,Ewallet,2,6.5,1.616
472,Mandalay,847-38-7188,26,1,2019,Female,Sports and travel,Ewallet,3,6.4,14.502
473,Mandalay,318-68-5053,27,2,2019,Female,Fashion accessories,Cash,6,6.1,23.097
474,Mandalay,766-85-7061,29,3,2019,Male,Health and beauty,Ewallet,10,5.1,43.935
475,Mandalay,733-01-9107,5,3,2019,Male,Electronic accessories,Cash,6,7.4,24.81
476,Mandalay,716-39-1409,19,3,2019,Male,Health and beauty,Cash,7,8,10.6225
477,Mandalay,227-78-1148,15,2,2019,Female,Sports and travel,Cash,7,8.4,25.494
478,Yangon,803-17-8013,17,2,2019,Female,Electronic accessories,Cash,8,4.1,35.516
479,Mandalay,378-24-2715,20,1,2019,Male,Sports and travel,Ewallet,2,4.1,5.344
480,Mandalay,549-84-7482,8,2,2019,Female,Electronic accessories,Ewallet,9,7.2,40.626
481,Mandalay,191-10-6171,25,1,2019,Female,Food and beverages,Cash,7,7.5,13.867
482,Mandalay,695-51-0018,10,2,2019,Female,Electronic accessories,Cash,4,7.4,6.968
483,Mandalay,241-72-9525,16,2,2019,Male,Sports and travel,Cash,10,8.2,25.955
484,Mandalay,307-85-2293,7,3,2019,Male,Home and lifestyle,Ewallet,5,9.7,12.57
485,Mandalay,423-57-2993,27,3,2019,Male,Sports and travel,Ewallet,6,10,28.017
486,Mandalay,548-46-9322,20,2,2019,Male,Sports and travel,Credit card,10,5.9,19.95
487,Mandalay,414-12-7047,18,1,2019,Male,Fashion accessories,Ewallet,8,8.7,7.916
488,Mandalay,284-34-9626,11,2,2019,Female,Fashion accessories,Credit card,3,7.2,11.556
489,Yangon,512-98-1403,21,3,2019,Female,Home and lifestyle,Ewallet,3,4.7,3.972
490,Mandalay,437-58-8131,15,1,2019,Female,Home and lifestyle,Ewallet,2,4.6,7.352
491,Mandalay,641-43-2399,26,1,2019,Male,Fashion accessories,Ewallet,4,5.7,5.11
492,Mandalay,573-58-9734,28,3,2019,Female,Fashion accessories,Ewallet,3,5.1,4.5555
493,Mandalay,817-69-8206,2,3,2019,Female,Health and beauty,Credit card,9,6.5,44.8785
494,Mandalay,142-63-6033,20,3,2019,Male,Home and lifestyle,Ewallet,5,4.9,23.09
495,Mandalay,656-16-1063,4,1,2019,Male,Fashion accessories,Credit card,3,4.4,6.963
496,Mandalay,560-30-5617,24,3,2019,Female,Sports and travel,Cash,5,8.5,6.1925
497,Mandalay,549-03-9315,12,2,2019,Male,Electronic accessories,Ewallet,8,8.7,37.948
498,Mandalay,790-29-1172,10,3,2019,Female,Food and beverages,Credit card,3,7.9,8.601
499,Mandalay,239-36-3640,31,1,2019,Male,Sports and travel,Ewallet,6,6.1,13.605
500,Yangon,870-76-1733,1,2,2019,Female,Sports and travel,Credit card,5,4.4,3.5575
501,Mandalay,468-01-2051,6,3,2019,Male,Sports and travel,Ewallet,7,5.4,21.728
502,Mandalay,289-65-5721,26,1,2019,Female,Fashion accessories,Cash,2,6.5,8.137
503,Mandalay,418-02-5978,11,2,2019,Female,Home and lifestyle,Cash,9,8,37.8405
504,Mandalay,376-02-8238,2,2,2019,Male,Sports and travel,Credit card,8,8.3,37.548
505,Mandalay,785-13-7708,14,1,2019,Male,Sports and travel,Credit card,7,4.2,25.571
506,Mandalay,154-74-7179,26,2,2019,Male,Electronic accessories,Ewallet,1,7.9,2.7225
507,Mandalay,783-09-1637,6,3,2019,Female,Sports and travel,Ewallet,5,6.3,16.8575
508,Mandalay,477-24-6490,26,2,2019,Female,Food and beverages,Ewallet,6,7.9,29.913
509,Mandalay,566-19-5475,7,1,2019,Male,Health and beauty,Cash,7,6.2,16.7895
510,Mandalay,498-41-1961,20,2,2019,Male,Home and lifestyle,Cash,5,7.6,16.67
511,Yangon,423-64-4619,7,3,2019,Female,Sports and travel,Cash,9,5,6.9975
512,Mandalay,283-79-9594,25,1,2019,Female,Home and lifestyle,Credit card,7,5.2,16.9785
513,Mandalay,585-03-5943,13,3,2019,Male,Fashion accessories,Ewallet,10,5.9,9.055
514,Mandalay,396-90-2219,23,2,2019,Female,Electronic accessories,Cash,8,8.6,5.984
515,Mandalay,276-54-0879,12,3,2019,Male,Sports and travel,Ewallet,4,6.4,19.548
516,Mandalay,868-81-1752,7,2,2019,Male,Fashion accessories,Cash,9,6.8,9.909
517,Mandalay,692-27-8933,24,2,2019,Female,Health and beauty,Cash,6,5.2,17.385
518,Mandalay,400-45-1220,27,2,2019,Female,Home and lifestyle,Credit card,10,4.8,6.75
519,Mandalay,453-63-6187,1,3,2019,Male,Home and lifestyle,Ewallet,3,6.5,4.125
520,Mandalay,578-80-7669,16,3,2019,Male,Sports and travel,Cash,1,5.6,3.7485
521,Mandalay,261-12-8671,25,1,2019,Female,Electronic accessories,Credit card,2,4.9,6.096
522,Yangon,815-11-1168,9,3,2019,Male,Home and lifestyle,Cash,5,5.4,24.945
523,Mandalay,529-56-3979,11,3,2020,Female,Home and lifestyle,Ewallet,5,4.4,4.03
524,Mandalay,182-69-8360,30,1,2019,Female,Health and beauty,Credit card,4,4,4.73
525,Mandalay,868-52-7573,14,1,2019,Female,Food and beverages,Cash,5,9.9,24.9225
526,Mandalay,596-42-3999,10,3,2019,Male,Sports and travel,Credit card,7,6.6,6.377
527,Mandalay,173-82-9529,26,1,2019,Female,Fashion accessories,Cash,10,9.7,18.975
528,Mandalay,760-54-1821,15,3,2019,Male,Fashion accessories,Cash,9,5.8,6.1155
529,Mandalay,831-64-0259,22,2,2019,Female,Food and beverages,Ewallet,5,9.6,9.9375
530,Mandalay,244-08-0162,2,1,2019,Female,Sports and travel,Cash,10,5.1,17.105
531,Mandalay,569-71-4390,25,1,2019,Male,Health and beauty,Ewallet,2,6.9,2.187
532,Mandalay,268-03-6164,25,1,2019,Male,Fashion accessories,Ewallet,1,7.8,4.8055
533,Mandalay,848-07-1692,12,1,2019,Female,Electronic accessories,Ewallet,2,8.3,5.722
534,Yangon,340-66-0321,25,3,2019,Male,Food and beverages,Cash,4,7.6,7.272
535,Mandalay,741-73-3559,27,2,2019,Male,Home and lifestyle,Cash,5,6.9,16.8175
536,Mandalay,286-75-7818,31,1,2019,Male,Home and lifestyle,Credit card,2,6.9,6.908
537,Mandalay,616-87-0016,9,3,2019,Male,Fashion accessories,Credit card,7,9.6,33.439
538,Mandalay,837-55-7229,22,2,2019,Female,Home and lifestyle,Credit card,1,6.8,2.372
539,Mandalay,891-01-7034,1,1,2019,Female,Fashion accessories,Cash,6,6.7,22.413
540,Mandalay,744-09-5786,2,1,2019,Male,Food and beverages,Cash,6,7.6,6.603
541,Mandalay,533-33-5337,7,2,2019,Male,Home and lifestyle,Cash,10,6.2,39.695
542,Mandalay,554-53-3790,22,3,2019,Male,Health and beauty,Cash,6,4.5,11.106
543,Mandalay,701-69-8742,16,3,2019,Male,Sports and travel,Ewallet,10,6.7,17.185
544,Mandalay,709-58-4068,28,2,2019,Female,Electronic accessories,Cash,10,7.3,20.545
545,Yangon,442-48-3607,14,3,2019,Male,Food and beverages,Credit card,2,7.9,2.348
546,Mandalay,686-41-0932,13,3,2019,Female,Home and lifestyle,Ewallet,2,8.2,3.47
547,Mandalay,437-53-3084,26,2,2019,Male,Fashion accessories,Ewallet,2,7.1,9.989
548,Mandalay,632-32-4574,20,3,2019,Male,Sports and travel,Cash,8,5.5,30.368
549,Mandalay,282-35-2475,25,3,2019,Female,Sports and travel,Cash,2,6.3,9.331
550,Mandalay,511-54-3087,25,2,2019,Male,Electronic accessories,Credit card,1,9.5,4.4225
551,Mandalay,862-17-9201,29,1,2019,Female,Fashion accessories,Credit card,6,7.7,25.215
552,Mandalay,734-91-1155,26,3,2019,Female,Fashion accessories,Credit card,3,7.7,6.8565
553,Mandalay,286-62-6248,16,1,2019,Male,Health and beauty,Credit card,4,9,7.842
554,Mandalay,857-67-9057,6,2,2019,Male,Electronic accessories,Ewallet,10,8.2,11.475
555,Mandalay,841-18-8232,5,1,2019,Female,Electronic accessories,Credit card,1,9.2,3.56
556,Yangon,527-09-6272,21,3,2019,Female,Home and lifestyle,Credit card,5,9.1,7.1125
557,Mandalay,539-21-7227,26,1,2019,Female,Fashion accessories,Cash,5,4.2,12.885
558,Mandalay,747-58-7183,9,2,2019,Male,Food and beverages,Ewallet,3,6.5,8.5905
559,Mandalay,582-52-8065,22,2,2019,Female,Food and beverages,Cash,9,8.9,24.4395
560,Mandalay,210-57-1719,5,2,2019,Female,Home and lifestyle,Cash,9,9.7,26.208
561,Mandalay,356-44-8813,20,1,2019,Male,Electronic accessories,Credit card,3,7.7,5.622
562,Mandalay,174-75-0888,14,3,2019,Male,Food and beverages,Cash,9,7.3,9.711
563,Mandalay,134-54-4720,30,1,2019,Female,Electronic accessories,Ewallet,8,5.7,16.968
564,Mandalay,514-37-2845,20,3,2019,Male,Electronic accessories,Cash,2,9,9.925
565,Mandalay,241-11-2261,10,1,2019,Female,Fashion accessories,Credit card,7,5.5,27.951
566,Mandalay,355-34-6244,13,1,2019,Male,Food and beverages,Credit card,2,8.1,7.239
567,Yangon,441-94-7118,4,2,2019,Male,Sports and travel,Cash,1,7.3,3.5975
568,Mandalay,458-61-0011,20,2,2019,Male,Fashion accessories,Cash,4,5.8,12.06
569,Mandalay,207-73-1363,1,3,2019,Male,Fashion accessories,Ewallet,2,8.1,6.951
570,Mandalay,375-72-3056,19,1,2019,Male,Sports and travel,Ewallet,3,7,9.459
571,Mandalay,470-31-3286,1,3,2019,Male,Home and lifestyle,Credit card,3,8.7,2.223
572,Mandalay,642-30-6693,17,3,2019,Female,Sports and travel,Ewallet,6,7.8,16.353
573,Mandalay,830-58-2383,8,2,2019,Male,Food and beverages,Cash,4,8.6,6.35
574,Mandalay,852-62-7105,12,1,2019,Female,Food and beverages,Credit card,10,4.4,41.625
575,Mandalay,420-04-7590,18,3,2019,Male,Sports and travel,Ewallet,3,4.7,14.955
576,Mandalay,665-63-9737,27,2,2019,Male,Fashion accessories,Ewallet,3,7.5,7.863
577,Mandalay,369-82-2676,15,1,2019,Male,Food and beverages,Ewallet,5,7.8,18.915
578,Yangon,612-36-5536,17,2,2019,Male,Food and beverages,Credit card,8,7.4,32.384
579,Mandalay,563-47-4072,22,1,2019,Female,Health and beauty,Cash,6,9.9,16.743
580,Mandalay,322-02-2271,3,2,2019,Female,Health and beauty,Cash,3,9.3,6.4455
581,Mandalay,190-14-3147,23,2,2019,Female,Food and beverages,Ewallet,4,6.4,3.594
582,Mandalay,679-22-6530,17,1,2019,Female,Health and beauty,Credit card,2,4.1,4.062
583,Mandalay,576-31-4774,2,3,2019,Female,Fashion accessories,Ewallet,3,4,11.0115
584,Mandalay,320-85-2052,14,1,2019,Female,Fashion accessories,Credit card,1,7,1.7405
585,Mandalay,826-58-8051,6,1,2019,Male,Sports and travel,Ewallet,4,4.3,12.438
586,Mandalay,176-64-7711,27,3,2019,Male,Health and beauty,Credit card,3,4.3,4.848
587,Mandalay,186-79-9562,29,3,2019,Male,Food and beverages,Cash,7,8.9,25.1195
588,Mandalay,834-45-5519,31,1,2019,Female,Sports and travel,Ewallet,4,7.6,8.6
589,Yangon,468-88-0009,24,3,2019,Male,Fashion accessories,Cash,4,6,13.188
